Name,ImgSrc,ImgAlt,Link
Прайс DE-PA Electric,/dist/images/icons/pdf.png,,http://docs.de-pa.by/prices/price-de-pa-electric.pdf
Прайс MONO Electric,/dist/images/icons/pdf.png,,http://docs.de-pa.by/prices/price-mono-electric.pdf
